hour_id_x,date,season_x,year_x,month_x,hour,holiday_x,weekday_x,working_day_x,weather_situation_x,temperature_x,apparent_temperature_x,humidity_x,windspeed_x,casual_x,member_x,count_x,hour_id_y,season_y,year_y,month_y,holiday_y,weekday_y,working_day_y,weather_situation_y,temperature_y,apparent_temperature_y,humidity_y,windspeed_y,casual_y,member_y,count_y,windspeed_category
4808,2011-07-24,Summer,0,7,5,0,0,0,1,0.78,0.7576,0.66,0.0896,5,3,8,205,Summer,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Tenang
4809,2011-07-24,Summer,0,7,6,0,0,0,2,0.8,0.7879,0.63,0.0896,9,13,22,205,Summer,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Tenang
4810,2011-07-24,Summer,0,7,7,0,0,0,1,0.8,0.7727,0.59,0.1343,6,29,35,205,Summer,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Tenang
4811,2011-07-24,Summer,0,7,8,0,0,0,1,0.82,0.7879,0.56,0.2836,22,82,104,205,Summer,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Tenang
4812,2011-07-24,Summer,0,7,9,0,0,0,1,0.82,0.7879,0.56,0.3881,42,112,154,205,Summer,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Tenang
4813,2011-07-24,Summer,0,7,10,0,0,0,1,0.86,0.8182,0.5,0.3284,61,165,226,205,Summer,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Tenang
4814,2011-07-24,Summer,0,7,11,0,0,0,1,0.84,0.803,0.53,0.2537,74,169,243,205,Summer,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Tenang
4815,2011-07-24,Summer,0,7,12,0,0,0,1,0.9,0.8636,0.45,0.1642,85,161,246,205,Summer,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Tenang
4816,2011-07-24,Summer,0,7,13,0,0,0,1,0.86,0.803,0.47,0.2239,90,162,252,205,Summer,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Tenang
4817,2011-07-24,Summer,0,7,14,0,0,0,1,0.86,0.8182,0.5,0.2836,79,204,283,205,Summer,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Tenang
4818,2011-07-24,Summer,0,7,15,0,0,0,1,0.9,0.8485,0.42,0.2537,68,170,238,205,Summer,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Tenang
4819,2011-07-24,Summer,0,7,16,0,0,0,1,0.9,0.8485,0.42,0.2537,62,187,249,205,Summer,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Tenang
4820,2011-07-24,Summer,0,7,17,0,0,0,1,0.9,0.8333,0.39,0.1045,75,174,249,205,Summer,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Tenang
4821,2011-07-24,Summer,0,7,18,0,0,0,1,0.88,0.8182,0.42,0.1642,67,176,243,205,Summer,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Tenang
4822,2011-07-24,Summer,0,7,19,0,0,0,1,0.86,0.803,0.47,0.1642,70,170,240,205,Summer,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Tenang
4823,2011-07-24,Summer,0,7,20,0,0,0,1,0.84,0.7879,0.49,0.1642,52,143,195,205,Summer,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Tenang
4824,2011-07-24,Summer,0,7,21,0,0,0,1,0.8,0.7879,0.63,0.1343,42,111,153,205,Summer,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Tenang
4825,2011-07-24,Summer,0,7,22,0,0,0,1,0.78,0.7576,0.66,0.0,23,75,98,205,Summer,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Tenang
4826,2011-07-24,Summer,0,7,23,0,0,0,2,0.76,0.7273,0.7,0.0896,13,37,50,205,Summer,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Tenang
4827,2011-07-25,Summer,0,7,0,0,1,1,2,0.76,0.7273,0.7,0.0,17,17,34,206,Summer,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Tenang
4828,2011-07-25,Summer,0,7,1,0,1,1,2,0.76,0.7424,0.75,0.0896,4,8,12,206,Summer,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Tenang
4829,2011-07-25,Summer,0,7,2,0,1,1,2,0.74,0.7121,0.79,0.0896,3,3,6,206,Summer,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Tenang
4830,2011-07-25,Summer,0,7,3,0,1,1,1,0.74,0.7121,0.79,0.0,2,2,4,206,Summer,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Tenang
4831,2011-07-25,Summer,0,7,4,0,1,1,1,0.72,0.7121,0.84,0.0896,0,6,6,206,Summer,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Tenang
4832,2011-07-25,Summer,0,7,5,0,1,1,1,0.72,0.7121,0.84,0.0896,2,22,24,206,Summer,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Tenang
4833,2011-07-25,Summer,0,7,6,0,1,1,2,0.72,0.7121,0.84,0.0896,7,100,107,206,Summer,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Tenang
4834,2011-07-25,Summer,0,7,7,0,1,1,2,0.74,0.7121,0.79,0.0,20,257,277,206,Summer,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Tenang
4835,2011-07-25,Summer,0,7,8,0,1,1,2,0.76,0.7424,0.75,0.0,34,353,387,206,Summer,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Tenang
4836,2011-07-25,Summer,0,7,9,0,1,1,1,0.8,0.803,0.66,0.0,11,124,135,206,Summer,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Tenang
4837,2011-07-25,Summer,0,7,10,0,1,1,1,0.82,0.803,0.59,0.0,30,54,84,206,Summer,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Tenang
4838,2011-07-25,Summer,0,7,11,0,1,1,2,0.84,0.8333,0.59,0.194,24,83,107,206,Summer,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Tenang
4839,2011-07-25,Summer,0,7,12,0,1,1,2,0.84,0.8333,0.59,0.194,17,50,67,206,Summer,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Tenang
4840,2011-07-25,Summer,0,7,13,0,1,1,2,0.74,0.7121,0.74,0.1343,14,64,78,206,Summer,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Tenang
4841,2011-07-25,Summer,0,7,14,0,1,1,2,0.72,0.697,0.79,0.194,28,62,90,206,Summer,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Tenang
4842,2011-07-25,Summer,0,7,15,0,1,1,1,0.7,0.6667,0.84,0.3881,16,96,112,206,Summer,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Tenang
4843,2011-07-25,Summer,0,7,16,0,1,1,1,0.7,0.6667,0.84,0.2239,37,161,198,206,Summer,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Tenang
4844,2011-07-25,Summer,0,7,17,0,1,1,1,0.72,0.697,0.74,0.0,48,437,485,206,Summer,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Tenang
4845,2011-07-25,Summer,0,7,18,0,1,1,1,0.74,0.7121,0.74,0.0896,60,473,533,206,Summer,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Tenang
4846,2011-07-25,Summer,0,7,19,0,1,1,1,0.74,0.697,0.7,0.0896,62,324,386,206,Summer,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Tenang
4847,2011-07-25,Summer,0,7,20,0,1,1,1,0.72,0.697,0.74,0.1343,55,247,302,206,Summer,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Tenang
4848,2011-07-25,Summer,0,7,21,0,1,1,1,0.7,0.6667,0.84,0.0,41,153,194,206,Summer,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Tenang
4849,2011-07-25,Summer,0,7,22,0,1,1,1,0.7,0.6667,0.84,0.0,13,112,125,206,Summer,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Tenang
4850,2011-07-25,Summer,0,7,23,0,1,1,1,0.7,0.6667,0.84,0.0896,23,64,87,206,Summer,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Tenang
4851,2011-07-26,Summer,0,7,0,0,2,1,1,0.7,0.6667,0.79,0.1045,8,20,28,207,Summer,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Berangin
4852,2011-07-26,Summer,0,7,1,0,2,1,1,0.7,0.6667,0.79,0.1045,6,6,12,207,Summer,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Berangin
4853,2011-07-26,Summer,0,7,2,0,2,1,1,0.68,0.6364,0.89,0.1045,1,6,7,207,Summer,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Berangin
4854,2011-07-26,Summer,0,7,3,0,2,1,1,0.68,0.6364,0.89,0.1343,2,2,4,207,Summer,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Berangin
4855,2011-07-26,Summer,0,7,4,0,2,1,1,0.68,0.6364,0.88,0.1642,0,6,6,207,Summer,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Berangin
4856,2011-07-26,Summer,0,7,5,0,2,1,1,0.66,0.5909,0.89,0.0896,3,24,27,207,Summer,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Berangin
4857,2011-07-26,Summer,0,7,6,0,2,1,1,0.68,0.6364,0.83,0.2239,2,108,110,207,Summer,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Berangin
4858,2011-07-26,Summer,0,7,7,0,2,1,1,0.72,0.6818,0.66,0.2836,30,288,318,207,Summer,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Berangin
4859,2011-07-26,Summer,0,7,8,0,2,1,1,0.74,0.6818,0.55,0.194,32,392,424,207,Summer,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Berangin
4860,2011-07-26,Summer,0,7,9,0,2,1,1,0.76,0.6818,0.4,0.2239,25,162,187,207,Summer,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Berangin
4861,2011-07-26,Summer,0,7,10,0,2,1,1,0.8,0.697,0.31,0.2239,42,96,138,207,Summer,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Berangin
4862,2011-07-26,Summer,0,7,11,0,2,1,1,0.82,0.7121,0.3,0.0,49,102,151,207,Summer,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Berangin
4863,2011-07-26,Summer,0,7,12,0,2,1,1,0.84,0.7273,0.28,0.0,25,122,147,207,Summer,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Berangin
4864,2011-07-26,Summer,0,7,13,0,2,1,1,0.84,0.7273,0.32,0.2985,43,139,182,207,Summer,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Berangin
4865,2011-07-26,Summer,0,7,14,0,2,1,1,0.86,0.7424,0.3,0.2836,46,101,147,207,Summer,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Berangin
4866,2011-07-26,Summer,0,7,15,0,2,1,1,0.88,0.7576,0.28,0.3284,49,114,163,207,Summer,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Berangin
4867,2011-07-26,Summer,0,7,16,0,2,1,1,0.86,0.7576,0.36,0.2836,41,213,254,207,Summer,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Berangin
4868,2011-07-26,Summer,0,7,17,0,2,1,1,0.86,0.7576,0.36,0.3582,72,465,537,207,Summer,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Berangin
4869,2011-07-26,Summer,0,7,18,0,2,1,1,0.84,0.7424,0.39,0.3881,68,478,546,207,Summer,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Berangin
4870,2011-07-26,Summer,0,7,19,0,2,1,1,0.82,0.7424,0.43,0.2985,69,329,398,207,Summer,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Berangin
4871,2011-07-26,Summer,0,7,20,0,2,1,1,0.8,0.7273,0.46,0.2537,47,243,290,207,Summer,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Berangin
4872,2011-07-26,Summer,0,7,21,0,2,1,1,0.78,0.7121,0.49,0.2239,45,222,267,207,Summer,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Berangin
4873,2011-07-26,Summer,0,7,22,0,2,1,1,0.76,0.697,0.55,0.1343,27,131,158,207,Summer,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Berangin
4874,2011-07-26,Summer,0,7,23,0,2,1,1,0.76,0.7121,0.58,0.1045,18,71,89,207,Summer,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Berangin
4875,2011-07-27,Summer,0,7,0,0,3,1,2,0.78,0.7121,0.52,0.1642,19,26,45,208,Summer,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Berangin
4876,2011-07-27,Summer,0,7,1,0,3,1,1,0.78,0.7121,0.49,0.194,1,9,10,208,Summer,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Berangin
4877,2011-07-27,Summer,0,7,2,0,3,1,1,0.76,0.697,0.52,0.2985,1,5,6,208,Summer,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Berangin
4878,2011-07-27,Summer,0,7,3,0,3,1,1,0.72,0.6667,0.58,0.1642,0,4,4,208,Summer,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Berangin
4879,2011-07-27,Summer,0,7,4,0,3,1,1,0.72,0.6667,0.51,0.194,1,3,4,208,Summer,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Berangin
4880,2011-07-27,Summer,0,7,5,0,3,1,1,0.7,0.6515,0.54,0.2836,0,18,18,208,Summer,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Berangin
4881,2011-07-27,Summer,0,7,6,0,3,1,1,0.7,0.6515,0.54,0.2239,4,119,123,208,Summer,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Berangin
4882,2011-07-27,Summer,0,7,7,0,3,1,1,0.72,0.6667,0.48,0.2537,34,313,347,208,Summer,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Berangin
4883,2011-07-27,Summer,0,7,8,0,3,1,1,0.74,0.6667,0.42,0.2537,28,405,433,208,Summer,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Berangin
4884,2011-07-27,Summer,0,7,9,0,3,1,1,0.76,0.6667,0.35,0.2537,27,189,216,208,Summer,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Berangin
4885,2011-07-27,Summer,0,7,10,0,3,1,1,0.78,0.6818,0.33,0.0,32,82,114,208,Summer,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Berangin
4886,2011-07-27,Summer,0,7,11,0,3,1,1,0.8,0.697,0.31,0.0,42,94,136,208,Summer,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Berangin
4887,2011-07-27,Summer,0,7,12,0,3,1,1,0.82,0.7121,0.3,0.2836,37,132,169,208,Summer,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Berangin
4888,2011-07-27,Summer,0,7,13,0,3,1,1,0.84,0.7273,0.3,0.3582,29,151,180,208,Summer,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Berangin
4889,2011-07-27,Summer,0,7,14,0,3,1,1,0.84,0.7273,0.28,0.2239,20,107,127,208,Summer,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Berangin
4890,2011-07-27,Summer,0,7,15,0,3,1,1,0.86,0.7424,0.26,0.2537,37,103,140,208,Summer,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Berangin
4891,2011-07-27,Summer,0,7,16,0,3,1,1,0.86,0.7273,0.25,0.1642,40,228,268,208,Summer,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Berangin
4892,2011-07-27,Summer,0,7,17,0,3,1,1,0.84,0.7121,0.26,0.2239,81,491,572,208,Summer,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Berangin
4893,2011-07-27,Summer,0,7,18,0,3,1,1,0.82,0.7121,0.28,0.1045,78,463,541,208,Summer,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Berangin
4894,2011-07-27,Summer,0,7,19,0,3,1,1,0.8,0.697,0.29,0.0896,87,288,375,208,Summer,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Berangin
4895,2011-07-27,Summer,0,7,20,0,3,1,1,0.76,0.6818,0.45,0.2239,55,239,294,208,Summer,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Berangin
4896,2011-07-27,Summer,0,7,21,0,3,1,1,0.74,0.6667,0.48,0.1045,49,196,245,208,Summer,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Berangin
4897,2011-07-27,Summer,0,7,22,0,3,1,1,0.72,0.6667,0.48,0.0,37,143,180,208,Summer,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Berangin
4898,2011-07-27,Summer,0,7,23,0,3,1,1,0.74,0.6667,0.45,0.0896,16,93,109,208,Summer,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Berangin
4899,2011-07-28,Summer,0,7,0,0,4,1,1,0.7,0.6515,0.51,0.1343,14,31,45,209,Summer,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Berangin
4900,2011-07-28,Summer,0,7,1,0,4,1,1,0.72,0.6667,0.51,0.0,3,26,29,209,Summer,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Berangin
4901,2011-07-28,Summer,0,7,2,0,4,1,1,0.72,0.6667,0.54,0.1045,2,5,7,209,Summer,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Berangin
4902,2011-07-28,Summer,0,7,3,0,4,1,1,0.72,0.6667,0.54,0.0,0,5,5,209,Summer,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Berangin
4903,2011-07-28,Summer,0,7,4,0,4,1,1,0.7,0.6515,0.61,0.1045,0,6,6,209,Summer,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Berangin
4904,2011-07-28,Summer,0,7,5,0,4,1,1,0.7,0.6515,0.65,0.1045,1,26,27,209,Summer,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Berangin
4905,2011-07-28,Summer,0,7,6,0,4,1,1,0.7,0.6515,0.7,0.0896,6,110,116,209,Summer,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Berangin
4906,2011-07-28,Summer,0,7,7,0,4,1,1,0.72,0.6818,0.7,0.1642,27,278,305,209,Summer,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Berangin
4907,2011-07-28,Summer,0,7,8,0,4,1,1,0.74,0.697,0.66,0.1642,47,409,456,209,Summer,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Berangin
4908,2011-07-28,Summer,0,7,9,0,4,1,1,0.78,0.7424,0.59,0.194,21,189,210,209,Summer,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Berangin
4909,2011-07-28,Summer,0,7,10,0,4,1,1,0.8,0.7576,0.55,0.2836,30,86,116,209,Summer,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Berangin
4910,2011-07-28,Summer,0,7,11,0,4,1,1,0.84,0.8182,0.56,0.2836,41,113,154,209,Summer,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Berangin
4911,2011-07-28,Summer,0,7,12,0,4,1,1,0.84,0.803,0.53,0.2537,35,151,186,209,Summer,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Berangin
4912,2011-07-28,Summer,0,7,13,0,4,1,1,0.86,0.803,0.47,0.2537,26,126,152,209,Summer,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Berangin
4913,2011-07-28,Summer,0,7,14,0,4,1,2,0.84,0.7879,0.49,0.2537,27,111,138,209,Summer,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Berangin
4914,2011-07-28,Summer,0,7,15,0,4,1,1,0.86,0.8182,0.5,0.194,22,124,146,209,Summer,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Berangin
4915,2011-07-28,Summer,0,7,16,0,4,1,1,0.86,0.803,0.47,0.1642,42,214,256,209,Summer,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Berangin
4916,2011-07-28,Summer,0,7,17,0,4,1,1,0.84,0.803,0.53,0.194,45,423,468,209,Summer,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Berangin
4917,2011-07-28,Summer,0,7,18,0,4,1,1,0.84,0.8182,0.56,0.2239,55,428,483,209,Summer,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Berangin
4918,2011-07-28,Summer,0,7,19,0,4,1,1,0.82,0.803,0.59,0.194,37,285,322,209,Summer,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Berangin
4919,2011-07-28,Summer,0,7,20,0,4,1,1,0.8,0.7879,0.63,0.194,41,229,270,209,Summer,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Berangin
4920,2011-07-28,Summer,0,7,21,0,4,1,1,0.78,0.7576,0.66,0.2836,31,165,196,209,Summer,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Berangin
4921,2011-07-28,Summer,0,7,22,0,4,1,1,0.76,0.7273,0.7,0.2537,25,149,174,209,Summer,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Berangin
4922,2011-07-28,Summer,0,7,23,0,4,1,1,0.76,0.7424,0.75,0.194,28,95,123,209,Summer,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Berangin
4923,2011-07-29,Summer,0,7,0,0,5,1,1,0.74,0.7121,0.79,0.1642,12,45,57,210,Summer,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Berangin
4924,2011-07-29,Summer,0,7,1,0,5,1,1,0.74,0.7121,0.79,0.1343,12,22,34,210,Summer,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Berangin
4925,2011-07-29,Summer,0,7,2,0,5,1,1,0.74,0.7121,0.79,0.0,3,10,13,210,Summer,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Berangin
4926,2011-07-29,Summer,0,7,3,0,5,1,1,0.74,0.7121,0.79,0.0,2,9,11,210,Summer,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Berangin
4927,2011-07-29,Summer,0,7,4,0,5,1,1,0.72,0.7121,0.84,0.1343,2,4,6,210,Summer,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Berangin
4928,2011-07-29,Summer,0,7,5,0,5,1,1,0.72,0.7121,0.84,0.0,4,23,27,210,Summer,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Berangin
4929,2011-07-29,Summer,0,7,6,0,5,1,2,0.72,0.7121,0.84,0.0,7,83,90,210,Summer,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Berangin
4930,2011-07-29,Summer,0,7,7,0,5,1,2,0.74,0.7121,0.79,0.0896,26,228,254,210,Summer,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Berangin
4931,2011-07-29,Summer,0,7,8,0,5,1,2,0.76,0.7727,0.77,0.0,30,354,384,210,Summer,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Berangin
4932,2011-07-29,Summer,0,7,9,0,5,1,1,0.86,0.803,0.47,0.2537,28,151,179,210,Summer,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Berangin
4933,2011-07-29,Summer,0,7,10,0,5,1,1,0.9,0.8485,0.42,0.2836,37,69,106,210,Summer,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Berangin
4934,2011-07-29,Summer,0,7,11,0,5,1,1,0.92,0.8788,0.4,0.2985,43,118,161,210,Summer,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Berangin
4935,2011-07-29,Summer,0,7,12,0,5,1,1,0.96,0.8636,0.31,0.2836,40,95,135,210,Summer,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Berangin
4936,2011-07-29,Summer,0,7,13,0,5,1,1,0.94,0.8333,0.31,0.0,42,114,156,210,Summer,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Berangin
4937,2011-07-29,Summer,0,7,14,0,5,1,1,0.96,0.8636,0.3,0.2239,34,114,148,210,Summer,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Berangin
4938,2011-07-29,Summer,0,7,15,0,5,1,1,0.96,0.8636,0.3,0.2537,40,129,169,210,Summer,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Berangin
4939,2011-07-29,Summer,0,7,16,0,5,1,1,0.96,0.8636,0.3,0.3881,35,198,233,210,Summer,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Berangin
4940,2011-07-29,Summer,0,7,17,0,5,1,1,0.96,0.8636,0.3,0.2985,47,374,421,210,Summer,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Berangin
4941,2011-07-29,Summer,0,7,18,0,5,1,1,0.92,0.8636,0.37,0.3284,49,313,362,210,Summer,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Berangin
